date,rating,comment_,mark?,comment_clean,total_words
2011-01-30,6.0,"""Unfortunately, neither to do with the WWE, because of which I was` 93 wrestling fan, nor with the Attitude WWE! Slowly Matches and Shows Get along the salary they had someday Anno 1997/98, but that takesProbably, if WWE is not finally reflected again that without the fans (fans not universe), nothing would be nothing! """,Not a Mark,unfortunately neither to do with the wwe because of which i was wrestling fan nor with the attitude wwe slowly matches and shows get along the salary they had someday anno but that takesprobably if wwe is not finally reflected again that without the fans fans not universe nothing would be nothing,52
2011-01-24,10.0,"""For me, the WWE does not pass the 10 past the 10. Of course, I also want a certain levels of level at Storylines and matches, but without bad feuds, the good ones would not settle from just those. So the WWE has in my opinionAccording to Shawn Michaels, Chris Jericho or EDGE, the best performers (at least the modern times) also produced. The WWE has been criticized in recent years, but all in all, entertainment is technically no league to the WWE. I personally understandUnder entertainment not only good wrestling, but also one or the other joke and myself sometimes a SOAP similar storyline. Others underneath then stop ultravolent matches o. Ä. EVERY EVERY HEVER AND FOR ME the WWE has been top for years and againProgram and for me also in the future worth seeing .... """,Mark,for me the wwe does not pass the past the of course i also want a certain levels of level at storylines and matches but without bad feuds the good ones would not settle from just those so the wwe has in my opinionaccording to shawn michaels chris jericho or edge the best performers at least the modern times also produced the wwe has been criticized in recent years but all in all entertainment is technically no league to the wwe i personally understandunder entertainment not only good wrestling but also one or the other joke and myself sometimes a soap similar storyline others underneath then stop ultravolent matches o ä every every hever and for me the wwe has been top for years and againprogram and for me also in the future worth seeing,135
2011-01-23,10.0,"""I think the WWE is just great because there are good matches and good superstars that always make good matches!""",Mark,i think the wwe is just great because there are good matches and good superstars that always make good matches,20
2011-01-22,10.0,"""In my opinion, the WWE is the best wrestling league in the world. She has the most experience, produces the best TV, house and PPV shows. If I watch WWE broadcasts, I feel very entertained, because above all, the main feudesare strongly represented in the shows. I find it good that the WWE is now pushing more young superstars in the main event. This brings variety into the cards of the shows. """,Mark,in my opinion the wwe is the best wrestling league in the world she has the most experience produces the best tv house and ppv shows if i watch wwe broadcasts i feel very entertained because above all the main feudesare strongly represented in the shows i find it good that the wwe is now pushing more young superstars in the main event this brings variety into the cards of the shows,72
2010-12-31,10.0,"""Without this league I would not know wrestling. No matter how many good things I know from other leagues. The WWF / E was the beginning as Wrestling fan for me""",Mark,without this league i would not know wrestling no matter how many good things i know from other leagues the wwf e was the beginning as wrestling fan for me,30
2010-12-26,6.0,"""Maybe it's because I did not persecute any other wrestling promotion properly except WWE shows and a few Indy / TNA Shows NCOH. Sure, the WWE used to be better, that says as good as everyone. Is that true, but alone, What this promotion has accomplished everything in the past decades is already remarkable. But with the individual shows, but there are great differences. I'll start with Monday Night Raw ... Raw is Pure's Entertainment. Mostly bad wrestler, weak stories. (Orton vs Cena ... felt at least 3 years ... Feeled 10) And just the wrestlers who have something on it, are put into the boring storylines. Hopefully it will be better now with the pair of ECW, what Mcih Even to the next show brings ... ECW ... Well, ECW there is nciht more, but it is still worth saying something about it. I'm actually satisfied with the resolution of ECW. The extreme times have been long ago rum. Nowadays can n An extreme Rules match every two months between TLC, bright in A Cell and Submission PPV's stop stopping. The ECW Wrestler, on the other hand, are mostly really good. Z. B. Christian, Yoshi Tatsu, Goldust, Vance Archer ... etc ... they can continue to prove to the other shows ... Friday Night Smackdown! ... in my opinion the best show of the WWE. Good Wresling, combined with beautiful stories and outstanding wrestlers, such as Edge, Chris Jericho, R-Truth, the Undertaker. """,Not a Mark,maybe its because i did not persecute any other wrestling promotion properly except wwe shows and a few indy tna shows ncoh sure the wwe used to be better that says as good as everyone is that true but alone what this promotion has accomplished everything in the past decades is already remarkable but with the individual shows but there are great differences ill start with monday night raw raw is pures entertainment mostly bad wrestler weak stories orton vs cena felt at least years feeled and just the wrestlers who have something on it are put into the boring storylines hopefully it will be better now with the pair of ecw what mcih even to the next show brings ecw well ecw there is nciht more but it is still worth saying something about it im actually satisfied with the resolution of ecw the extreme times have been long ago rum nowadays can n an extreme rules match every two months between tlc bright in a cell and submission ppvs stop stopping the ecw wrestler on the other hand are mostly really good z b christian yoshi tatsu goldust vance archer etc they can continue to prove to the other shows friday night smackdown in my opinion the best show of the wwe good wresling combined with beautiful stories and outstanding wrestlers such as edge chris jericho rtruth the undertaker,231
2010-12-15,5.0,"""Through the WWF I came to the wrestling, but now the promotion does not give me what I want to see. You just have to get an aal-smooth company. And despite some bright spotlights, I personally can not do much with the mainstream wrestling. The charactersI'm too smooth and the stories to lame. The wrestling is even very ok, but it has revealed to the indypromotions. But the WWE always convinced me and there's the third thanks to the many beautiful memories.""",Not a Mark,through the wwf i came to the wrestling but now the promotion does not give me what i want to see you just have to get an aalsmooth company and despite some bright spotlights i personally can not do much with the mainstream wrestling the charactersim too smooth and the stories to lame the wrestling is even very ok but it has revealed to the indypromotions but the wwe always convinced me and theres the third thanks to the many beautiful memories,82
2010-12-13,8.0,"""Has improved this year in some crucial points. Young talents were exemplary promoted and finally raised greater storylines (see Nexus). If you at some point the PG alignment again I'm completely satisfied, but I can do well with theProduct life. Was a rather decent year without many total losses. """,Mark,has improved this year in some crucial points young talents were exemplary promoted and finally raised greater storylines see nexus if you at some point the pg alignment again im completely satisfied but i can do well with theproduct life was a rather decent year without many total losses,49
2010-12-08,7.0,"""The WWE has become really boring, always the same mist and through the PG (which will not mean the wrestling worse) the WWE has deteriorated and with the tired storylines I can not make friends.""",Mark,the wwe has become really boring always the same mist and through the pg which will not mean the wrestling worse the wwe has deteriorated and with the tired storylines i can not make friends,35
2010-11-21,8.0,"""The WWE has now cleared TNA again, that's why there are 8 points now""",Mark,the wwe has now cleared tna again thats why there are points now,13
2010-11-19,6.0,"""The good old WWE. What were that for horny times in the Attitude era. Just awesome. But what is delivered today is just not beautiful anymore. I still pursue the WWE, but without great enthusiasm. And that out many reasons: - The league has no corners and edges more. The whole thing is more reminiscent of a Daily-Soap as a wrestling league. - There are no real heels anymore. With Batista, the last path is finally the last path and also people like edge are increasingly acting Deployed. - The assortment of Moves is too limited. Everything is very unspectacular. Not even the few top wrestlers in the rust can show their skills. - The Diven Division is a joke. And a worse. The 3rd NXT releases The clear. Well, sex sells as it is so nice. ridiculous. The problem is all about the story that the WWE is (yet) without real competition. And as long as this is the case, the current orientation is not S change. Because the WWE does not need it! The store is just too good with the children's stuff. A real shame. At least one could decide to construct Raw adults, I would be satisfied. But as.....""",Not a Mark,the good old wwe what were that for horny times in the attitude era just awesome but what is delivered today is just not beautiful anymore i still pursue the wwe but without great enthusiasm and that out many reasons the league has no corners and edges more the whole thing is more reminiscent of a dailysoap as a wrestling league there are no real heels anymore with batista the last path is finally the last path and also people like edge are increasingly acting deployed the assortment of moves is too limited everything is very unspectacular not even the few top wrestlers in the rust can show their skills the diven division is a joke and a worse the nxt releases the clear well sex sells as it is so nice ridiculous the problem is all about the story that the wwe is yet without real competition and as long as this is the case the current orientation is not s change because the wwe does not need it the store is just too good with the childrens stuff a real shame at least one could decide to construct raw adults i would be satisfied but as,198
2010-11-16,8.0,"""Review 2010: The best thing that could happen here are the injuries of the Main-Evententer and the departure of some such that finally young people will come to it. Unfortunately, the NXT concept has now completely put in the sand and still does not recognize thatPotential of some talents and still sit on large muscle-packed people. But again on a good way. Except for the terrible ladieswrestling, the completely disappeared Tag Team Scene and the non-existent Cruiserweight division you can not complain. """,Mark,review the best thing that could happen here are the injuries of the mainevententer and the departure of some such that finally young people will come to it unfortunately the nxt concept has now completely put in the sand and still does not recognize thatpotential of some talents and still sit on large musclepacked people but again on a good way except for the terrible ladieswrestling the completely disappeared tag team scene and the nonexistent cruiserweight division you can not complain,81
2010-11-13,10.0,"""With the then WWF I started with the wrestling, and am still fan from it.""",Mark,with the then wwf i started with the wrestling and am still fan from it,15
2010-11-09,6.0,"""If this is a measure of all things and that's exactly the problem. WWE is simply boring, monotonous and predictable. It used to be different and there was still entertaining. The Superman Gimmicks of Cena and Orton are currently just annoyingand me only a few bright spotlights at WWE. These are in my eyes people like: Miz, Morrison, CM Punk, Dolph Ziggler, Daniel Bryan or even Sheamus and Wade Barrett. Unfortunately, these talents are always packed in programs with the ""Altstars""Which just annoys and bored. The last WWE feude who seemed took me at that time was Punk vs. Jeff Hardy but that's the past. """,Not a Mark,if this is a measure of all things and thats exactly the problem wwe is simply boring monotonous and predictable it used to be different and there was still entertaining the superman gimmicks of cena and orton are currently just annoyingand me only a few bright spotlights at wwe these are in my eyes people like miz morrison cm punk dolph ziggler daniel bryan or even sheamus and wade barrett unfortunately these talents are always packed in programs with the altstarswhich just annoys and bored the last wwe feude who seemed took me at that time was punk vs jeff hardy but thats the past,105
2010-10-09,10.0,"""The WWE is currently in a high! The thing with Wade and Cena I find totally cool! The thing between Ted and goldust will be sure to hammer and at smackdown with Kane and Taker absulut hammer I believe that deserves 10!""",Mark,the wwe is currently in a high the thing with wade and cena i find totally cool the thing between ted and goldust will be sure to hammer and at smackdown with kane and taker absulut hammer i believe that deserves,41
2010-09-26,8.0,"""Despite some wrong decisions, the most successful promotion of the world. It is the most organized and thoughtful promotion of the world. Disturbing me only what the showwriter do with the midcarders and understood. So z. B SUPERSTARS for cheap comedy segments by the dirtAnd for example, for example, Chavo Guerro must lie down for Hornswoggle just because some showwriter find it funny. The showriters should finally be replaced by a judging booking team again. You should offer the wrestlers more freedom and write it no scripts. That's why a point deduction. ManAs an example, see the current situation of Chris Jericho, something is simply ugly. """,Mark,despite some wrong decisions the most successful promotion of the world it is the most organized and thoughtful promotion of the world disturbing me only what the showwriter do with the midcarders and understood so z b superstars for cheap comedy segments by the dirtand for example for example chavo guerro must lie down for hornswoggle just because some showwriter find it funny the showriters should finally be replaced by a judging booking team again you should offer the wrestlers more freedom and write it no scripts thats why a point deduction manas an example see the current situation of chris jericho something is simply ugly,106
2010-09-25,10.0,"""Good wrestlers, horny fights - just number 1!""",Mark,good wrestlers horny fights just number,6
2010-09-21,9.0,"""For years, this league entertains me very much, the dot deduction takes place by nonsensical storylines or disregard of talents such as Ted Dibiase Jr. or Evan Bourne.""",Mark,for years this league entertains me very much the dot deduction takes place by nonsensical storylines or disregard of talents such as ted dibiase jr or evan bourne,28
2010-09-20,10.0,"""In management, only a ... to sit, but still this league offers the best entertainment.""",Mark,in management only a to sit but still this league offers the best entertainment,14
2010-09-15,5.0,"""The term"" mediocre ""is that, who has been best describing the WWE for many years. The Attitude era can probably be described as the creative highlight. After this touch was, the product WWE could never fully convince me; it always went always Further downhill. Everything is so half-hearted! The storyline is often missing the red thread, the really good matches within a year, you can count on one hand, even the two champion titles have lost so much that it is nothing more special if you change the owner. Whether is a Sheamus, a Rey Mysterio or a Kane Champion, is quite indifferent; You could easily exchange them against many X-arbitrary other workers. A Jack Swagger was now champion for the first time - He can, if he is not so well developed as well as hoped - in a few months as well, back in the Midcard hell again. Where is the push, the a World-Title e to give in-coming worker? It's just nothing half and nothing! Normally, one always thinks that such a long-lasting mediocrity will eventually be punished, then it's really ""crashed"", you wake up and more remembered. But this ""crash"" is made of me just not! The league still has enough fans to rinse money into the coffers. As long as nothing deteriorates here, it will always be so on! """,Not a Mark,the term mediocre is that who has been best describing the wwe for many years the attitude era can probably be described as the creative highlight after this touch was the product wwe could never fully convince me it always went always further downhill everything is so halfhearted the storyline is often missing the red thread the really good matches within a year you can count on one hand even the two champion titles have lost so much that it is nothing more special if you change the owner whether is a sheamus a rey mysterio or a kane champion is quite indifferent you could easily exchange them against many xarbitrary other workers a jack swagger was now champion for the first time he can if he is not so well developed as well as hoped in a few months as well back in the midcard hell again where is the push the a worldtitle e to give incoming worker its just nothing half and nothing normally one always thinks that such a longlasting mediocrity will eventually be punished then its really crashed you wake up and more remembered but this crash is made of me just not the league still has enough fans to rinse money into the coffers as long as nothing deteriorates here it will always be so on,222
2010-09-11,7.0,"""For a good 20 years the largest and most dominant wrestling league. Around the world known, creeped superstars like Hulk Hogan, The Rock, Stone Cold, Shawn Michaels, Bret Hard ... The Starbist would continue to continue long. But the WWE is likely , as many companies in America, involved in corrupt things. Incidentally, there are sometimes a few booking mistakes. But most of the way World Wrestling Enteraiment is a damn good league. Historizing for me that the WWE is no longer in Kayfabe nowadays (eg by Disturbed by Wrestler While it begins to bleed during a match) or because of various strangles (BSP. Danielson, which was supposedly released because of a Kravaten attack during a show. WWE employees, children would see it as a solution of problems when they attack with a kravatte , Repractually, since in feuds the problems in the ring with beating, steps, handles and lows, etc. are solved!). That should be the WWE in the future Working, because Wrestling is and remains a martial arts for Marks. Edit: Unfortunately a point deduction. Why? Because of the Diven ... The WWE program should be quite youthful, no blood, immediate duty etc. But the diven can wobble with their butt, in the WWE side to liberate (not naked, but shudged) pictures and generally easy as beauties apply. Repropolished, since the WWE should be completely youthful .... does it click? WWE, please resembles this unclear """,Mark,for a good years the largest and most dominant wrestling league around the world known creeped superstars like hulk hogan the rock stone cold shawn michaels bret hard the starbist would continue to continue long but the wwe is likely as many companies in america involved in corrupt things incidentally there are sometimes a few booking mistakes but most of the way world wrestling enteraiment is a damn good league historizing for me that the wwe is no longer in kayfabe nowadays eg by disturbed by wrestler while it begins to bleed during a match or because of various strangles bsp danielson which was supposedly released because of a kravaten attack during a show wwe employees children would see it as a solution of problems when they attack with a kravatte repractually since in feuds the problems in the ring with beating steps handles and lows etc are solved that should be the wwe in the future working because wrestling is and remains a martial arts for marks edit unfortunately a point deduction why because of the diven the wwe program should be quite youthful no blood immediate duty etc but the diven can wobble with their butt in the wwe side to liberate not naked but shudged pictures and generally easy as beauties apply repropolished since the wwe should be completely youthful does it click wwe please resembles this unclear,231
2010-09-02,10.0,"""In my opinion, the WWE shows the best and most organized wrestling events in all America and in the world therefore 10 points""",Mark,in my opinion the wwe shows the best and most organized wrestling events in all america and in the world therefore points,22
2010-08-24,10.0,"""A business company that achieves profits year after year. The most famous wrestling promotion, which is also consistently prohibited against certain wrestling actions that are unnecessary. These are also urgent need (stool beats against head, blade). The storylines are also mostly better in comparisonTo the company from Orlando and you have a good owner with Vince McMahon. """,Mark,a business company that achieves profits year after year the most famous wrestling promotion which is also consistently prohibited against certain wrestling actions that are unnecessary these are also urgent need stool beats against head blade the storylines are also mostly better in comparisonto the company from orlando and you have a good owner with vince mcmahon,57
2010-08-23,4.0,"""Except the good period of the end 90s, too often just in search of the financial result. It's a pure business, we move far too much from the Pro Wrestling""",Not a Mark,except the good period of the end too often just in search of the financial result its a pure business we move far too much from the pro wrestling,29
2010-08-18,6.0,"""3 years ago I came to WWE and generally to the wrestling, in the first year I was still excited and did not miss a sucked smackdown (have no sky). In the 2nd year, the whole thing has already decreased the main reason for this was more and more demonstrated that Only was / was. In the third year then I completely lost the desire The stories were boring and a large part of the wrestlers simply colorless or the matches of some wrestlers to be predictable. Spectacular Moves you can not really see more and technical wrestling Such as extinct (my personal favorite style, paired with some Brawling and a healthy mix Power Moves). Then the time came in the Rey a few weeks ago World Champion was ... against people like Big Show! Sry but that's too stupid , I thought then ""Age you are 20 What's that? You are too old for something like that "". Since then I avoid each WWE show. The 6 points from respect for the legendary Attitude era I know unfortunately only from DVDs.""",Not a Mark,years ago i came to wwe and generally to the wrestling in the first year i was still excited and did not miss a sucked smackdown have no sky in the year the whole thing has already decreased the main reason for this was more and more demonstrated that only was was in the third year then i completely lost the desire the stories were boring and a large part of the wrestlers simply colorless or the matches of some wrestlers to be predictable spectacular moves you can not really see more and technical wrestling such as extinct my personal favorite style paired with some brawling and a healthy mix power moves then the time came in the rey a few weeks ago world champion was against people like big show sry but thats too stupid i thought then age you are whats that you are too old for something like that since then i avoid each wwe show the points from respect for the legendary attitude era i know unfortunately only from dvds,174
2010-08-14,3.0,"""The league of me, of course, brought me to the wrestling - but in the present time me zero interests me. With the money you could easily put many entertaining wrestlers in the WWE, but it does not do. The wellness Policy is doing and the new PPV concept also makeno fun!""",Not a Mark,the league of me of course brought me to the wrestling but in the present time me zero interests me with the money you could easily put many entertaining wrestlers in the wwe but it does not do the wellness policy is doing and the new ppv concept also makeno fun,51
2010-08-12,8.0,"""You feel fast to re-evaluate the whole league after every good or bad show re-evaluate, but with a look at the overall work you have to say that WWE was not only groundbreaking in economic things, but also the stage for many of the best wrestlingmatchesof all time has been offered. Of course, there were also common times, but where are they do not? If one weighs with the good and great phases, a big plus remains. """,Mark,you feel fast to reevaluate the whole league after every good or bad show reevaluate but with a look at the overall work you have to say that wwe was not only groundbreaking in economic things but also the stage for many of the best wrestlingmatchesof all time has been offered of course there were also common times but where are they do not if one weighs with the good and great phases a big plus remains,77
2010-08-10,9.0,"""The Non - plus ultra in terms of wrestling! Think about this you do not have to say much! Has his heights and depths and some fainting decisions, therefore not full score!""",Mark,the non plus ultra in terms of wrestling think about this you do not have to say much has his heights and depths and some fainting decisions therefore not full score,31
2010-08-04,9.0,"""Actually, you can not deny the level of the league. That the WWE is now also more responsive to the younger fans you have to accept. The current storyline at RAW around the Nexus grouping, on the other hand, brings again a new dynamic into the show what I like very much.""",Mark,actually you can not deny the level of the league that the wwe is now also more responsive to the younger fans you have to accept the current storyline at raw around the nexus grouping on the other hand brings again a new dynamic into the show what i like very much,52
2010-07-29,9.0,"""I do not know what all here have. I like very good what the WWE shows at the moment. Well no blood more. But must really belong to the wrestling? And also the"" no stools against the head ""rule is not the end of the world, People wake up! Pro-wrestling does not have to be a mass coil with brutal weapons! 9 points """,Mark,i do not know what all here have i like very good what the wwe shows at the moment well no blood more but must really belong to the wrestling and also the no stools against the head rule is not the end of the world people wake up prowrestling does not have to be a mass coil with brutal weapons points,62
2010-07-27,,"""In my opinion, WWE is the best wrestling league in the world. She could never be defeated by eg. The Alliance or the WCW. TNAW or raw can not keep up with WWE for a long time, such as. John Cena, Kane, Rey Mystrainio; Big Show or Nexus""",,in my opinion wwe is the best wrestling league in the world she could never be defeated by eg the alliance or the wcw tnaw or raw can not keep up with wwe for a long time such as john cena kane rey mystrainio big show or nexus,48
2010-07-08,9.0,"""In my opinion, the best Wrestling league of the US! In the whole world, the Japan leagues like NJPW, as WWE shows many below-average matches especially in the freely receivable TV. Nevertheless, by z. B. the Attitude era, single 2000smost of the good pay per view or the pretty good single rewrestler (like Shawn Michaels, Chris Jericho, etc.) one of the top 3 wrestling leagues in the world. In my opinion, for sure 9 points worth! """,Mark,in my opinion the best wrestling league of the us in the whole world the japan leagues like njpw as wwe shows many belowaverage matches especially in the freely receivable tv nevertheless by z b the attitude era single of the good pay per view or the pretty good single rewrestler like shawn michaels chris jericho etc one of the top wrestling leagues in the world in my opinion for sure points worth,73
2010-06-19,3.0,"""It's really hard to rate the WWE. On the one hand, there is hardly anyone who has not come across WWF / E to Wrestling, on the other hand, the league has been developing for many years, but not for good, On one side the Attitude Era, on the other TVPG. On the one hand many beautiful memorial, on the other side a today aalglated product without surprises. Overall, however, then I rate today's product and that is above all one: boring, Wrestling is much better compared to what you need in the Indies for little money, the stories are rarely innovative and simply this miserably smooth-produced perfect product without corners and edges, which is planned from front to back and - for mePersonally - even the biggest surprise somehow can be made irrelevant. It used to be better than today, today there are 3 points for the WWE. """,Not a Mark,its really hard to rate the wwe on the one hand there is hardly anyone who has not come across wwf e to wrestling on the other hand the league has been developing for many years but not for good on one side the attitude era on the other tvpg on the one hand many beautiful memorial on the other side a today aalglated product without surprises overall however then i rate todays product and that is above all one boring wrestling is much better compared to what you need in the indies for little money the stories are rarely innovative and simply this miserably smoothproduced perfect product without corners and edges which is planned from front to back and for mepersonally even the biggest surprise somehow can be made irrelevant it used to be better than today today there are points for the wwe,145
2010-06-02,10.0,"""I think the WWE is just great, without you I would not even know what wrestling is.""",Mark,i think the wwe is just great without you i would not even know what wrestling is,17
2010-05-27,5.0,"""Actually today for me only satisfying. However, in this traditional prospection, the past must be deducted. So I come to 7 points. If you get rid of the smooth PG orientation again, then more. In terms of professionalism and Production ValueBefore unbeatable. This has never been able to top the WCW, even if it has dominated several years of business. Edit: devaluation to 5 points. It is somehow more and boring. Can not even watch me without spools (keyword: GuestHosts) """,Not a Mark,actually today for me only satisfying however in this traditional prospection the past must be deducted so i come to points if you get rid of the smooth pg orientation again then more in terms of professionalism and production valuebefore unbeatable this has never been able to top the wcw even if it has dominated several years of business edit devaluation to points it is somehow more and boring can not even watch me without spools keyword guesthosts,78
2010-05-08,2.0,"""Maybe this league has drawn the wrestling and is the most successful wrestling league of all time, but she has become more boring since 2005. I can not personally start a lot with the WWE, the worst is this family-friendly concept, wrestling is an extreme sport and belonging to thisBlood extremes and what is neat to see, and so I do not my feuds who only repeat yourself anyway, if children want to see what they want to look at the Teletubbies or so, for in my opinion, small children have nothing to seek there. The WWE is simpleNo longer what she was, but with a packed bastard called Vince Mcmahon a man who only thinks about his profit because you just can not expect anything anymore. Today he lets Hornswoggle wrestlen (and win) and tomorrow sitting the worker all together in the sandbox, Super Sowas just did not deserve more than 2 points. """,Not a Mark,maybe this league has drawn the wrestling and is the most successful wrestling league of all time but she has become more boring since i can not personally start a lot with the wwe the worst is this familyfriendly concept wrestling is an extreme sport and belonging to thisblood extremes and what is neat to see and so i do not my feuds who only repeat yourself anyway if children want to see what they want to look at the teletubbies or so for in my opinion small children have nothing to seek there the wwe is simpleno longer what she was but with a packed bastard called vince mcmahon a man who only thinks about his profit because you just can not expect anything anymore today he lets hornswoggle wrestlen and win and tomorrow sitting the worker all together in the sandbox super sowas just did not deserve more than points,152
2010-05-04,5.0,"""The WWE ... a funeral game. Vince McMahon's aspirations to the entertainment supplier has difficult to add as a wrestling league. No trace of shine and glamor of the late 80s and early 90s, no really epic duels after months of feuds built more; Everything is fast and flashy, the events of a year earlier today are packed in 2 months, title changing weekly, a lot is carried and little fought; in addition the unfortunate brand extension, which provides two separate but completely similar products, the disadvantage of the stars of the one do not compete against stars of the other fire; instead of making two really different leagues with the overly large radians, which also serve different tastes. The short upswing through the Attitude era prepared the way to monopoly and sink Quality. And without a strong counterwind that will not change so fast; just competition spurs too highest Ears up, and TNA is not a serious competition for a long time. """,Not a Mark,the wwe a funeral game vince mcmahons aspirations to the entertainment supplier has difficult to add as a wrestling league no trace of shine and glamor of the late and early no really epic duels after months of feuds built more everything is fast and flashy the events of a year earlier today are packed in months title changing weekly a lot is carried and little fought in addition the unfortunate brand extension which provides two separate but completely similar products the disadvantage of the stars of the one do not compete against stars of the other fire instead of making two really different leagues with the overly large radians which also serve different tastes the short upswing through the attitude era prepared the way to monopoly and sink quality and without a strong counterwind that will not change so fast just competition spurs too highest ears up and tna is not a serious competition for a long time,159
2010-05-03,10.0,"""Although other people who were no longer there were classics, the WWE is today. If they were not there, many others would not exist, especially this TNA thing. Wrestler-technical, there wasAlways something to buckle too talents have always been found. Wrestlemania is still the best of what it gives once a year on TV. """,Mark,although other people who were no longer there were classics the wwe is today if they were not there many others would not exist especially this tna thing wrestlertechnical there wasalways something to buckle too talents have always been found wrestlemania is still the best of what it gives once a year on tv,54
2010-05-03,4.0,"""The WWE must necessarily change something. The wrestling comes mostly too short and the promos are always boring. Especially I permanently feel that every storyline has repeated several times. Despite everything, the wrestling has become really popular by the WWE, that's whyIs it enough for 4 points! """,Not a Mark,the wwe must necessarily change something the wrestling comes mostly too short and the promos are always boring especially i permanently feel that every storyline has repeated several times despite everything the wrestling has become really popular by the wwe thats whyis it enough for points,46
2010-04-28,1.0,"""Look a PPV every 6 months, but it does not change absolutely nothing. That's so bad: D: D""",Not a Mark,look a ppv every months but it does not change absolutely nothing thats so bad d d,17
2010-04-23,4.0,"""Edit: After long considerations, I rate the WWE as a complete package ... not only as part. Over the years, the WWE has strongly reduced, especially what Storylines and Monday Night Raw is concerned. PPV's disappoint today more and more frequently and too oftenThe same in the me. However, that was no different, but at that time it has managed to make the wrestlers to absolute top stars. The era undertaker / Austin / Rock / HBK / HHH & Foley unfortunately has long since. At that time, the hall roofs flewUnfortunately, the screech of the Kidds is in the foreground today. The Gimmick Matches have been partly destroyed, Cena z. B. does not fit in such a kind of match, Orton just as well. Fortunately, you try to build new stars, how to build new starsSwagger and Morrison, but whether they can remember only starting to the golden times remains questionable. Edit: After the Benjamin release, I get the literal puke! """,Not a Mark,edit after long considerations i rate the wwe as a complete package not only as part over the years the wwe has strongly reduced especially what storylines and monday night raw is concerned ppvs disappoint today more and more frequently and too oftenthe same in the me however that was no different but at that time it has managed to make the wrestlers to absolute top stars the era undertaker austin rock hbk hhh foley unfortunately has long since at that time the hall roofs flewunfortunately the screech of the kidds is in the foreground today the gimmick matches have been partly destroyed cena z b does not fit in such a kind of match orton just as well fortunately you try to build new stars how to build new starsswagger and morrison but whether they can remember only starting to the golden times remains questionable edit after the benjamin release i get the literal puke,156
2010-03-26,8.0,"""When I started seeing WWF as a small boy, it immediately tied me and does this still today ... but ... that only meets for smackdown ... Raw is far from his best time away... ECW was only garbage, since Christian has won the end or so always in the end: (... NXT makes it a little better and is all in all exciting """,Mark,when i started seeing wwf as a small boy it immediately tied me and does this still today but that only meets for smackdown raw is far from his best time away ecw was only garbage since christian has won the end or so always in the end nxt makes it a little better and is all in all exciting,60
2010-03-25,0.0,"""I've been considering for a long time to rate my entries of my admitions and I was right for the end that I would rate this league. In the early days, so in the 80s, as well as 90s, this league was great class. At the beginning of 2000 it was still great, But it has a bit eased. And now it's just garbage. The WWE has started many bad mistakes, as well as you push the false worker as always the false worker. The best example is Hennig. He is a great worker who is really all has what you need as World Champion. He had tons of Charisma, his mic work was strong, for me even the best of all time, I always liked to listen to him, his facial expressions were awesome at interviews, he lived his gimmick and it lived in the Ring perfect, yes Perfect played. He is also a very good wrestler, for me even the best wrestler who was ever in a WWE ring. Then the current things come to it. Diven are going to push the Just have nothing on it (yes, I talk about Maryse) and young talents are simply dropped if they have no support in lockroom (eg. B of Triple H;)). The matches are much too short and entertainment can not be called that anymore, because the Weekly, as well as almost every PPV is just boring. The WWE just has extremely subsided, it's a completely different promotion, it just changed extremely. """,Not a Mark,ive been considering for a long time to rate my entries of my admitions and i was right for the end that i would rate this league in the early days so in the as well as this league was great class at the beginning of it was still great but it has a bit eased and now its just garbage the wwe has started many bad mistakes as well as you push the false worker as always the false worker the best example is hennig he is a great worker who is really all has what you need as world champion he had tons of charisma his mic work was strong for me even the best of all time i always liked to listen to him his facial expressions were awesome at interviews he lived his gimmick and it lived in the ring perfect yes perfect played he is also a very good wrestler for me even the best wrestler who was ever in a wwe ring then the current things come to it diven are going to push the just have nothing on it yes i talk about maryse and young talents are simply dropped if they have no support in lockroom eg b of triple h the matches are much too short and entertainment can not be called that anymore because the weekly as well as almost every ppv is just boring the wwe just has extremely subsided its a completely different promotion it just changed extremely,250
2010-03-22,7.0,"""The WWE just does not check it. Wrestler like Edge, Randy Orton, Chris Jericho or or or deserve it right in the ring. Typens to tint the wrestlers over the cheek today. Earlier (1998-2005)You stupid and departed. The show simply sinks much more in children's hands. Now the WWE stools strikes against the head. What comes next?! ""Ban against punches or submission? I mean only that is the biggest dirt, since thatThere is this league! Only because of the title WWE I give the league NE 7 """,Mark,the wwe just does not check it wrestler like edge randy orton chris jericho or or or deserve it right in the ring typens to tint the wrestlers over the cheek today earlier stupid and departed the show simply sinks much more in childrens hands now the wwe stools strikes against the head what comes next ban against punches or submission i mean only that is the biggest dirt since thatthere is this league only because of the title wwe i give the league ne,85
2010-03-17,8.0,"""I like Wwe currently very well. At the PPVs you get good to very good matches and the TV show are very entertaining. I want to highlight Punk and Micheals who are currently great. Good feuds are built and with NXTYou also have a class concept and could actually make a star for Bryan. Single the Tag Team Westling is still behind, but good champions but hardly real teams as challengers. """,Mark,i like wwe currently very well at the ppvs you get good to very good matches and the tv show are very entertaining i want to highlight punk and micheals who are currently great good feuds are built and with nxtyou also have a class concept and could actually make a star for bryan single the tag team westling is still behind but good champions but hardly real teams as challengers,71
